"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"80 years"	"80"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3332	2597120	128.3
	"80 years"	"80"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	137	3364310	4.1
	"80 years"	"80"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	1006	2597120	38.7
	"80 years"	"80"	"Assault"	"X85-Y09"	"Female"	"F"	55	3364310	1.6
	"80 years"	"80"	"Assault"	"X85-Y09"	"Male"	"M"	58	2597120	2.2
	"80 years"	"80"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	29	3364310	0.9
	"80 years"	"80"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	30	2597120	1.2
	"80 years"	"80"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	210	3364310	6.2
	"80 years"	"80"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	259	2597120	10.0
	"80 years"	"80"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	47	3364310	1.4
	"80 years"	"80"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	78	2597120	3.0
	"81 years"	"81"	"Transport accidents"	"V01-V99"	"Female"	"F"	436	3109183	14.0
	"81 years"	"81"	"Transport accidents"	"V01-V99"	"Male"	"M"	686	2350609	29.2
	"81 years"	"81"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	3009	3109183	96.8
	"81 years"	"81"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3431	2350609	146.0
	"81 years"	"81"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	123	3109183	4.0
	"81 years"	"81"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	917	2350609	39.0
	"81 years"	"81"	"Assault"	"X85-Y09"	"Female"	"F"	40	3109183	1.3
	"81 years"	"81"	"Assault"	"X85-Y09"	"Male"	"M"	46	2350609	2.0
	"81 years"	"81"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	17	3109183	Unreliable
	"81 years"	"81"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	31	2350609	1.3
	"81 years"	"81"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	208	3109183	6.7
	"81 years"	"81"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	240	2350609	10.2
	"81 years"	"81"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	33	3109183	1.1
	"81 years"	"81"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	62	2350609	2.6
	"82 years"	"82"	"Transport accidents"	"V01-V99"	"Female"	"F"	381	2889480	13.2
	"82 years"	"82"	"Transport accidents"	"V01-V99"	"Male"	"M"	640	2134186	30.0
	"82 years"	"82"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	3260	2889480	112.8
	"82 years"	"82"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3593	2134186	168.4
	"82 years"	"82"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	111	2889480	3.8
	"82 years"	"82"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	859	2134186	40.2
	"82 years"	"82"	"Assault"	"X85-Y09"	"Female"	"F"	51	2889480	1.8
	"82 years"	"82"	"Assault"	"X85-Y09"	"Male"	"M"	50	2134186	2.3
	"82 years"	"82"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	18	2889480	Unreliable
	"82 years"	"82"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	24	2134186	1.1
	"82 years"	"82"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	225	2889480	7.8
	"82 years"	"82"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	229	2134186	10.7
	"82 years"	"82"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	52	2889480	1.8
	"82 years"	"82"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	55	2134186	2.6
	"83 years"	"83"	"Transport accidents"	"V01-V99"	"Female"	"F"	334	2686478	12.4
	"83 years"	"83"	"Transport accidents"	"V01-V99"	"Male"	"M"	578	1928117	30.0
	"83 years"	"83"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	3534	2686478	131.5
	"83 years"	"83"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3643	1928117	188.9
	"83 years"	"83"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	103	2686478	3.8
	"83 years"	"83"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	843	1928117	43.7
	"83 years"	"83"	"Assault"	"X85-Y09"	"Female"	"F"	46	2686478	1.7
	"83 years"	"83"	"Assault"	"X85-Y09"	"Male"	"M"	38	1928117	2.0
	"83 years"	"83"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	15	2686478	Unreliable
	"83 years"	"83"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	24	1928117	1.2
	"83 years"	"83"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	207	2686478	7.7
	"83 years"	"83"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	218	1928117	11.3
	"83 years"	"83"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	40	2686478	1.5
	"83 years"	"83"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	64	1928117	3.3
	"84 years"	"84"	"Transport accidents"	"V01-V99"	"Female"	"F"	343	2445299	14.0
	"84 years"	"84"	"Transport accidents"	"V01-V99"	"Male"	"M"	571	1705753	33.5
	"84 years"	"84"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	3622	2445299	148.1
	"84 years"	"84"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3630	1705753	212.8
	"84 years"	"84"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	95	2445299	3.9
	"84 years"	"84"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	747	1705753	43.8
	"84 years"	"84"	"Assault"	"X85-Y09"	"Female"	"F"	39	2445299	1.6
	"84 years"	"84"	"Assault"	"X85-Y09"	"Male"	"M"	32	1705753	1.9
	"84 years"	"84"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	24	2445299	1.0
	"84 years"	"84"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	18	1705753	Unreliable
	"84 years"	"84"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	173	2445299	7.1
	"84 years"	"84"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	253	1705753	14.8
	"84 years"	"84"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	29	2445299	1.2
	"84 years"	"84"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	47	1705753	2.8
	"85 years"	"85"	"Transport accidents"	"V01-V99"	"Female"	"F"	380	Not Applicable	Not Applicable
	"85 years"	"85"	"Transport accidents"	"V01-V99"	"Male"	"M"	512	Not Applicable	Not Applicable
	"85 years"	"85"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	3982	Not Applicable	Not Applicable
	"85 years"	"85"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3802	Not Applicable	Not Applicable
	"85 years"	"85"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	95	Not Applicable	Not Applicable
	"85 years"	"85"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	740	Not Applicable	Not Applicable
	"85 years"	"85"	"Assault"	"X85-Y09"	"Female"	"F"	41	Not Applicable	Not Applicable
	"85 years"	"85"	"Assault"	"X85-Y09"	"Male"	"M"	44	Not Applicable	Not Applicable
	"85 years"	"85"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	23	Not Applicable	Not Applicable
	"85 years"	"85"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	18	Not Applicable	Not Applicable
	"85 years"	"85"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	228	Not Applicable	Not Applicable
	"85 years"	"85"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	218	Not Applicable	Not Applicable
	"85 years"	"85"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	45	Not Applicable	Not Applicable
	"85 years"	"85"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	39	Not Applicable	Not Applicable
	"86 years"	"86"	"Transport accidents"	"V01-V99"	"Female"	"F"	308	Not Applicable	Not Applicable
	"86 years"	"86"	"Transport accidents"	"V01-V99"	"Male"	"M"	468	Not Applicable	Not Applicable
	"86 years"	"86"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4067	Not Applicable	Not Applicable
	"86 years"	"86"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3776	Not Applicable	Not Applicable
	"86 years"	"86"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	83	Not Applicable	Not Applicable
	"86 years"	"86"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	691	Not Applicable	Not Applicable
	"86 years"	"86"	"Assault"	"X85-Y09"	"Female"	"F"	34	Not Applicable	Not Applicable
	"86 years"	"86"	"Assault"	"X85-Y09"	"Male"	"M"	24	Not Applicable	Not Applicable
	"86 years"	"86"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	23	Not Applicable	Not Applicable
	"86 years"	"86"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	14	Not Applicable	Not Applicable
	"86 years"	"86"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	196	Not Applicable	Not Applicable
	"86 years"	"86"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	188	Not Applicable	Not Applicable
	"86 years"	"86"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	32	Not Applicable	Not Applicable
	"86 years"	"86"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	47	Not Applicable	Not Applicable
	"87 years"	"87"	"Transport accidents"	"V01-V99"	"Female"	"F"	266	Not Applicable	Not Applicable
	"87 years"	"87"	"Transport accidents"	"V01-V99"	"Male"	"M"	441	Not Applicable	Not Applicable
	"87 years"	"87"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4186	Not Applicable	Not Applicable
	"87 years"	"87"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3799	Not Applicable	Not Applicable
	"87 years"	"87"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	56	Not Applicable	Not Applicable
	"87 years"	"87"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	596	Not Applicable	Not Applicable
	"87 years"	"87"	"Assault"	"X85-Y09"	"Female"	"F"	40	Not Applicable	Not Applicable
	"87 years"	"87"	"Assault"	"X85-Y09"	"Male"	"M"	21	Not Applicable	Not Applicable
	"87 years"	"87"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	17	Not Applicable	Not Applicable
	"87 years"	"87"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	19	Not Applicable	Not Applicable
	"87 years"	"87"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	159	Not Applicable	Not Applicable
	"87 years"	"87"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	179	Not Applicable	Not Applicable
	"87 years"	"87"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	41	Not Applicable	Not Applicable
	"87 years"	"87"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	56	Not Applicable	Not Applicable
	"88 years"	"88"	"Transport accidents"	"V01-V99"	"Female"	"F"	240	Not Applicable	Not Applicable
	"88 years"	"88"	"Transport accidents"	"V01-V99"	"Male"	"M"	364	Not Applicable	Not Applicable
	"88 years"	"88"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4471	Not Applicable	Not Applicable
	"88 years"	"88"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3904	Not Applicable	Not Applicable
	"88 years"	"88"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	71	Not Applicable	Not Applicable
	"88 years"	"88"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	535	Not Applicable	Not Applicable
	"88 years"	"88"	"Assault"	"X85-Y09"	"Female"	"F"	14	Not Applicable	Not Applicable
	"88 years"	"88"	"Assault"	"X85-Y09"	"Male"	"M"	18	Not Applicable	Not Applicable
	"88 years"	"88"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	24	Not Applicable	Not Applicable
	"88 years"	"88"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	27	Not Applicable	Not Applicable
	"88 years"	"88"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	162	Not Applicable	Not Applicable
	"88 years"	"88"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	167	Not Applicable	Not Applicable
	"88 years"	"88"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	52	Not Applicable	Not Applicable
	"88 years"	"88"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	45	Not Applicable	Not Applicable
	"89 years"	"89"	"Transport accidents"	"V01-V99"	"Female"	"F"	223	Not Applicable	Not Applicable
	"89 years"	"89"	"Transport accidents"	"V01-V99"	"Male"	"M"	299	Not Applicable	Not Applicable
	"89 years"	"89"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4634	Not Applicable	Not Applicable
	"89 years"	"89"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3680	Not Applicable	Not Applicable
	"89 years"	"89"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	55	Not Applicable	Not Applicable
	"89 years"	"89"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	435	Not Applicable	Not Applicable
	"89 years"	"89"	"Assault"	"X85-Y09"	"Female"	"F"	30	Not Applicable	Not Applicable
	"89 years"	"89"	"Assault"	"X85-Y09"	"Male"	"M"	22	Not Applicable	Not Applicable
	"89 years"	"89"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	27	Not Applicable	Not Applicable
	"89 years"	"89"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	21	Not Applicable	Not Applicable
	"89 years"	"89"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	140	Not Applicable	Not Applicable
	"89 years"	"89"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	157	Not Applicable	Not Applicable
	"89 years"	"89"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	27	Not Applicable	Not Applicable
	"89 years"	"89"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	39	Not Applicable	Not Applicable
	"90 years"	"90"	"Transport accidents"	"V01-V99"	"Female"	"F"	194	Not Applicable	Not Applicable
	"90 years"	"90"	"Transport accidents"	"V01-V99"	"Male"	"M"	262	Not Applicable	Not Applicable
	"90 years"	"90"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4609	Not Applicable	Not Applicable
	"90 years"	"90"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3517	Not Applicable	Not Applicable
	"90 years"	"90"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	64	Not Applicable	Not Applicable
	"90 years"	"90"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	363	Not Applicable	Not Applicable
	"90 years"	"90"	"Assault"	"X85-Y09"	"Female"	"F"	23	Not Applicable	Not Applicable
	"90 years"	"90"	"Assault"	"X85-Y09"	"Male"	"M"	10	Not Applicable	Not Applicable
	"90 years"	"90"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	22	Not Applicable	Not Applicable
	"90 years"	"90"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	13	Not Applicable	Not Applicable
	"90 years"	"90"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	123	Not Applicable	Not Applicable
	"90 years"	"90"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	162	Not Applicable	Not Applicable
	"90 years"	"90"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	33	Not Applicable	Not Applicable
	"90 years"	"90"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	32	Not Applicable	Not Applicable
	"91 years"	"91"	"Transport accidents"	"V01-V99"	"Female"	"F"	146	Not Applicable	Not Applicable
	"91 years"	"91"	"Transport accidents"	"V01-V99"	"Male"	"M"	220	Not Applicable	Not Applicable
	"91 years"	"91"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4558	Not Applicable	Not Applicable
	"91 years"	"91"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	3170	Not Applicable	Not Applicable
	"91 years"	"91"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	43	Not Applicable	Not Applicable
	"91 years"	"91"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	358	Not Applicable	Not Applicable
	"91 years"	"91"	"Assault"	"X85-Y09"	"Female"	"F"	19	Not Applicable	Not Applicable
	"91 years"	"91"	"Assault"	"X85-Y09"	"Male"	"M"	13	Not Applicable	Not Applicable
	"91 years"	"91"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	16	Not Applicable	Not Applicable
	"91 years"	"91"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	15	Not Applicable	Not Applicable
	"91 years"	"91"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	122	Not Applicable	Not Applicable
	"91 years"	"91"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	129	Not Applicable	Not Applicable
	"91 years"	"91"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	46	Not Applicable	Not Applicable
	"91 years"	"91"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	31	Not Applicable	Not Applicable
	"92 years"	"92"	"Transport accidents"	"V01-V99"	"Female"	"F"	142	Not Applicable	Not Applicable
	"92 years"	"92"	"Transport accidents"	"V01-V99"	"Male"	"M"	185	Not Applicable	Not Applicable
	"92 years"	"92"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4365	Not Applicable	Not Applicable
	"92 years"	"92"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	2814	Not Applicable	Not Applicable
	"92 years"	"92"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	26	Not Applicable	Not Applicable
	"92 years"	"92"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	295	Not Applicable	Not Applicable
	"92 years"	"92"	"Assault"	"X85-Y09"	"Female"	"F"	13	Not Applicable	Not Applicable
	"92 years"	"92"	"Assault"	"X85-Y09"	"Male"	"M"	10	Not Applicable	Not Applicable
	"92 years"	"92"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	15	Not Applicable	Not Applicable
	"92 years"	"92"	"Event of undetermined intent"	"Y10-Y34"	"Male"	"M"	13	Not Applicable	Not Applicable
	"92 years"	"92"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	130	Not Applicable	Not Applicable
	"92 years"	"92"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	109	Not Applicable	Not Applicable
	"92 years"	"92"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	39	Not Applicable	Not Applicable
	"92 years"	"92"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	24	Not Applicable	Not Applicable
	"93 years"	"93"	"Transport accidents"	"V01-V99"	"Female"	"F"	88	Not Applicable	Not Applicable
	"93 years"	"93"	"Transport accidents"	"V01-V99"	"Male"	"M"	147	Not Applicable	Not Applicable
	"93 years"	"93"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	4195	Not Applicable	Not Applicable
	"93 years"	"93"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	2491	Not Applicable	Not Applicable
	"93 years"	"93"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	27	Not Applicable	Not Applicable
	"93 years"	"93"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	237	Not Applicable	Not Applicable
	"93 years"	"93"	"Assault"	"X85-Y09"	"Female"	"F"	15	Not Applicable	Not Applicable
	"93 years"	"93"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	106	Not Applicable	Not Applicable
	"93 years"	"93"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	87	Not Applicable	Not Applicable
	"93 years"	"93"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	41	Not Applicable	Not Applicable
	"93 years"	"93"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	18	Not Applicable	Not Applicable
	"94 years"	"94"	"Transport accidents"	"V01-V99"	"Female"	"F"	65	Not Applicable	Not Applicable
	"94 years"	"94"	"Transport accidents"	"V01-V99"	"Male"	"M"	99	Not Applicable	Not Applicable
	"94 years"	"94"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	3618	Not Applicable	Not Applicable
	"94 years"	"94"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	2089	Not Applicable	Not Applicable
	"94 years"	"94"	"Intentional self-harm"	"X60-X84"	"Female"	"F"	16	Not Applicable	Not Applicable
	"94 years"	"94"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	182	Not Applicable	Not Applicable
	"94 years"	"94"	"Assault"	"X85-Y09"	"Female"	"F"	11	Not Applicable	Not Applicable
	"94 years"	"94"	"Event of undetermined intent"	"Y10-Y34"	"Female"	"F"	11	Not Applicable	Not Applicable
	"94 years"	"94"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	77	Not Applicable	Not Applicable
	"94 years"	"94"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	59	Not Applicable	Not Applicable
	"94 years"	"94"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	32	Not Applicable	Not Applicable
	"94 years"	"94"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	24	Not Applicable	Not Applicable
	"95 years"	"95"	"Transport accidents"	"V01-V99"	"Female"	"F"	50	Not Applicable	Not Applicable
	"95 years"	"95"	"Transport accidents"	"V01-V99"	"Male"	"M"	80	Not Applicable	Not Applicable
	"95 years"	"95"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	3189	Not Applicable	Not Applicable
	"95 years"	"95"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	1689	Not Applicable	Not Applicable
	"95 years"	"95"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	102	Not Applicable	Not Applicable
	"95 years"	"95"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	48	Not Applicable	Not Applicable
	"95 years"	"95"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	44	Not Applicable	Not Applicable
	"95 years"	"95"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	26	Not Applicable	Not Applicable
	"95 years"	"95"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Male"	"M"	11	Not Applicable	Not Applicable
	"96 years"	"96"	"Transport accidents"	"V01-V99"	"Female"	"F"	40	Not Applicable	Not Applicable
	"96 years"	"96"	"Transport accidents"	"V01-V99"	"Male"	"M"	40	Not Applicable	Not Applicable
	"96 years"	"96"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	2680	Not Applicable	Not Applicable
	"96 years"	"96"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	1310	Not Applicable	Not Applicable
	"96 years"	"96"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	73	Not Applicable	Not Applicable
	"96 years"	"96"	"Assault"	"X85-Y09"	"Female"	"F"	10	Not Applicable	Not Applicable
	"96 years"	"96"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	51	Not Applicable	Not Applicable
	"96 years"	"96"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	44	Not Applicable	Not Applicable
	"96 years"	"96"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	26	Not Applicable	Not Applicable
	"97 years"	"97"	"Transport accidents"	"V01-V99"	"Female"	"F"	31	Not Applicable	Not Applicable
	"97 years"	"97"	"Transport accidents"	"V01-V99"	"Male"	"M"	31	Not Applicable	Not Applicable
	"97 years"	"97"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	2200	Not Applicable	Not Applicable
	"97 years"	"97"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	994	Not Applicable	Not Applicable
	"97 years"	"97"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	50	Not Applicable	Not Applicable
	"97 years"	"97"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	36	Not Applicable	Not Applicable
	"97 years"	"97"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	27	Not Applicable	Not Applicable
	"97 years"	"97"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	21	Not Applicable	Not Applicable
	"98 years"	"98"	"Transport accidents"	"V01-V99"	"Female"	"F"	14	Not Applicable	Not Applicable
	"98 years"	"98"	"Transport accidents"	"V01-V99"	"Male"	"M"	18	Not Applicable	Not Applicable
	"98 years"	"98"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	1695	Not Applicable	Not Applicable
	"98 years"	"98"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	681	Not Applicable	Not Applicable
	"98 years"	"98"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	28	Not Applicable	Not Applicable
	"98 years"	"98"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	33	Not Applicable	Not Applicable
	"98 years"	"98"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	22	Not Applicable	Not Applicable
	"98 years"	"98"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	13	Not Applicable	Not Applicable
	"99 years"	"99"	"Transport accidents"	"V01-V99"	"Male"	"M"	16	Not Applicable	Not Applicable
	"99 years"	"99"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	1223	Not Applicable	Not Applicable
	"99 years"	"99"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	490	Not Applicable	Not Applicable
	"99 years"	"99"	"Intentional self-harm"	"X60-X84"	"Male"	"M"	22	Not Applicable	Not Applicable
	"99 years"	"99"	"Complications of medical and surgical care"	"Y40-Y84"	"Female"	"F"	27	Not Applicable	Not Applicable
	"99 years"	"99"	"Complications of medical and surgical care"	"Y40-Y84"	"Male"	"M"	15	Not Applicable	Not Applicable
	"99 years"	"99"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	"Female"	"F"	14	Not Applicable	Not Applicable
	"100+ years"	"100"	"Transport accidents"	"V01-V99"	"Female"	"F"	18	Not Applicable	Not Applicable
	"100+ years"	"100"	"Transport accidents"	"V01-V99"	"Male"	"M"	14	Not Applicable	Not Applicable
	"100+ years"	"100"	"Other external causes of accidental injury"	"W00-X59"	"Female"	"F"	2447	Not Applicable	Not Applicable
	"100+ years"	"100"	"Other external causes of accidental injury"	"W00-X59"	"Male"	"M"	679	Not Applicable	Not Applicable
