"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"72 years"	"72"	"Codes for special purposes"	"U00-U99"	19515	11588562	168.4
	"72 years"	"72"	"External causes of morbidity and mortality"	"V01-Y89"	9684	11588562	83.6
	"73 years"	"73"	"Certain infectious and parasitic diseases"	"A00-B99"	6458	10713481	60.3
	"73 years"	"73"	"Neoplasms"	"C00-D48"	75725	10713481	706.8
	"73 years"	"73"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1045	10713481	9.8
	"73 years"	"73"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15509	10713481	144.8
	"73 years"	"73"	"Mental and behavioural disorders"	"F01-F99"	6192	10713481	57.8
	"73 years"	"73"	"Diseases of the nervous system"	"G00-G98"	16040	10713481	149.7
	"73 years"	"73"	"Diseases of the circulatory system"	"I00-I99"	75368	10713481	703.5
	"73 years"	"73"	"Diseases of the respiratory system"	"J00-J98"	29294	10713481	273.4
	"73 years"	"73"	"Diseases of the digestive system"	"K00-K92"	10460	10713481	97.6
	"73 years"	"73"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	556	10713481	5.2
	"73 years"	"73"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1466	10713481	13.7
	"73 years"	"73"	"Diseases of the genitourinary system"	"N00-N98"	7410	10713481	69.2
	"73 years"	"73"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	219	10713481	2.0
	"73 years"	"73"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1848	10713481	17.2
	"73 years"	"73"	"Codes for special purposes"	"U00-U99"	20775	10713481	193.9
	"73 years"	"73"	"External causes of morbidity and mortality"	"V01-Y89"	9344	10713481	87.2
	"74 years"	"74"	"Certain infectious and parasitic diseases"	"A00-B99"	6527	9881741	66.1
	"74 years"	"74"	"Neoplasms"	"C00-D48"	74260	9881741	751.5
	"74 years"	"74"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1037	9881741	10.5
	"74 years"	"74"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15222	9881741	154.0
	"74 years"	"74"	"Mental and behavioural disorders"	"F01-F99"	6544	9881741	66.2
	"74 years"	"74"	"Diseases of the nervous system"	"G00-G98"	17635	9881741	178.5
	"74 years"	"74"	"Diseases of the circulatory system"	"I00-I99"	76366	9881741	772.8
	"74 years"	"74"	"Diseases of the respiratory system"	"J00-J98"	30348	9881741	307.1
	"74 years"	"74"	"Diseases of the digestive system"	"K00-K92"	10018	9881741	101.4
	"74 years"	"74"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	582	9881741	5.9
	"74 years"	"74"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1538	9881741	15.6
	"74 years"	"74"	"Diseases of the genitourinary system"	"N00-N98"	7482	9881741	75.7
	"74 years"	"74"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	216	9881741	2.2
	"74 years"	"74"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1831	9881741	18.5
	"74 years"	"74"	"Codes for special purposes"	"U00-U99"	20594	9881741	208.4
	"74 years"	"74"	"External causes of morbidity and mortality"	"V01-Y89"	9271	9881741	93.8
	"75 years"	"75"	"Certain infectious and parasitic diseases"	"A00-B99"	6354	8869012	71.6
	"75 years"	"75"	"Neoplasms"	"C00-D48"	72537	8869012	817.9
	"75 years"	"75"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1005	8869012	11.3
	"75 years"	"75"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14921	8869012	168.2
	"75 years"	"75"	"Mental and behavioural disorders"	"F01-F99"	7388	8869012	83.3
	"75 years"	"75"	"Diseases of the nervous system"	"G00-G98"	18780	8869012	211.7
	"75 years"	"75"	"Diseases of the circulatory system"	"I00-I99"	76360	8869012	861.0
	"75 years"	"75"	"Diseases of the respiratory system"	"J00-J98"	31161	8869012	351.3
	"75 years"	"75"	"Diseases of the digestive system"	"K00-K92"	9637	8869012	108.7
	"75 years"	"75"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	567	8869012	6.4
	"75 years"	"75"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1375	8869012	15.5
	"75 years"	"75"	"Diseases of the genitourinary system"	"N00-N98"	7471	8869012	84.2
	"75 years"	"75"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	200	8869012	2.3
	"75 years"	"75"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1968	8869012	22.2
	"75 years"	"75"	"Codes for special purposes"	"U00-U99"	18560	8869012	209.3
	"75 years"	"75"	"External causes of morbidity and mortality"	"V01-Y89"	9008	8869012	101.6
	"76 years"	"76"	"Certain infectious and parasitic diseases"	"A00-B99"	6401	8390876	76.3
	"76 years"	"76"	"Neoplasms"	"C00-D48"	72273	8390876	861.3
	"76 years"	"76"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1022	8390876	12.2
	"76 years"	"76"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15122	8390876	180.2
	"76 years"	"76"	"Mental and behavioural disorders"	"F01-F99"	8350	8390876	99.5
	"76 years"	"76"	"Diseases of the nervous system"	"G00-G98"	21406	8390876	255.1
	"76 years"	"76"	"Diseases of the circulatory system"	"I00-I99"	79993	8390876	953.3
	"76 years"	"76"	"Diseases of the respiratory system"	"J00-J98"	32414	8390876	386.3
	"76 years"	"76"	"Diseases of the digestive system"	"K00-K92"	9641	8390876	114.9
	"76 years"	"76"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	544	8390876	6.5
	"76 years"	"76"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1526	8390876	18.2
	"76 years"	"76"	"Diseases of the genitourinary system"	"N00-N98"	7914	8390876	94.3
	"76 years"	"76"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	181	8390876	2.2
	"76 years"	"76"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1996	8390876	23.8
	"76 years"	"76"	"Codes for special purposes"	"U00-U99"	19197	8390876	228.8
	"76 years"	"76"	"External causes of morbidity and mortality"	"V01-Y89"	9346	8390876	111.4
	"77 years"	"77"	"Certain infectious and parasitic diseases"	"A00-B99"	6447	7837511	82.3
	"77 years"	"77"	"Neoplasms"	"C00-D48"	72199	7837511	921.2
	"77 years"	"77"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1032	7837511	13.2
	"77 years"	"77"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15107	7837511	192.8
	"77 years"	"77"	"Mental and behavioural disorders"	"F01-F99"	9454	7837511	120.6
	"77 years"	"77"	"Diseases of the nervous system"	"G00-G98"	23379	7837511	298.3
	"77 years"	"77"	"Diseases of the circulatory system"	"I00-I99"	83220	7837511	1061.8
	"77 years"	"77"	"Diseases of the respiratory system"	"J00-J98"	33252	7837511	424.3
	"77 years"	"77"	"Diseases of the digestive system"	"K00-K92"	9851	7837511	125.7
	"77 years"	"77"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	573	7837511	7.3
	"77 years"	"77"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1521	7837511	19.4
	"77 years"	"77"	"Diseases of the genitourinary system"	"N00-N98"	8084	7837511	103.1
	"77 years"	"77"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	215	7837511	2.7
	"77 years"	"77"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2069	7837511	26.4
	"77 years"	"77"	"Codes for special purposes"	"U00-U99"	20452	7837511	261.0
	"77 years"	"77"	"External causes of morbidity and mortality"	"V01-Y89"	9437	7837511	120.4
	"78 years"	"78"	"Certain infectious and parasitic diseases"	"A00-B99"	6472	7224988	89.6
	"78 years"	"78"	"Neoplasms"	"C00-D48"	70908	7224988	981.4
	"78 years"	"78"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	959	7224988	13.3
	"78 years"	"78"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15051	7224988	208.3
	"78 years"	"78"	"Mental and behavioural disorders"	"F01-F99"	10272	7224988	142.2
	"78 years"	"78"	"Diseases of the nervous system"	"G00-G98"	25567	7224988	353.9
	"78 years"	"78"	"Diseases of the circulatory system"	"I00-I99"	84880	7224988	1174.8
	"78 years"	"78"	"Diseases of the respiratory system"	"J00-J98"	33116	7224988	458.4
	"78 years"	"78"	"Diseases of the digestive system"	"K00-K92"	9403	7224988	130.1
	"78 years"	"78"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	582	7224988	8.1
	"78 years"	"78"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1492	7224988	20.7
	"78 years"	"78"	"Diseases of the genitourinary system"	"N00-N98"	8499	7224988	117.6
	"78 years"	"78"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	186	7224988	2.6
	"78 years"	"78"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2188	7224988	30.3
	"78 years"	"78"	"Codes for special purposes"	"U00-U99"	20798	7224988	287.9
	"78 years"	"78"	"External causes of morbidity and mortality"	"V01-Y89"	9241	7224988	127.9
	"79 years"	"79"	"Certain infectious and parasitic diseases"	"A00-B99"	6414	6488946	98.8
	"79 years"	"79"	"Neoplasms"	"C00-D48"	67965	6488946	1047.4
	"79 years"	"79"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1028	6488946	15.8
	"79 years"	"79"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14887	6488946	229.4
	"79 years"	"79"	"Mental and behavioural disorders"	"F01-F99"	11433	6488946	176.2
	"79 years"	"79"	"Diseases of the nervous system"	"G00-G98"	26750	6488946	412.2
	"79 years"	"79"	"Diseases of the circulatory system"	"I00-I99"	85652	6488946	1320.0
	"79 years"	"79"	"Diseases of the respiratory system"	"J00-J98"	32829	6488946	505.9
	"79 years"	"79"	"Diseases of the digestive system"	"K00-K92"	9003	6488946	138.7
	"79 years"	"79"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	572	6488946	8.8
	"79 years"	"79"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1461	6488946	22.5
	"79 years"	"79"	"Diseases of the genitourinary system"	"N00-N98"	8254	6488946	127.2
	"79 years"	"79"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	159	6488946	2.5
	"79 years"	"79"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2130	6488946	32.8
	"79 years"	"79"	"Codes for special purposes"	"U00-U99"	19791	6488946	305.0
	"79 years"	"79"	"External causes of morbidity and mortality"	"V01-Y89"	9392	6488946	144.7
	"80 years"	"80"	"Certain infectious and parasitic diseases"	"A00-B99"	6284	5961430	105.4
	"80 years"	"80"	"Neoplasms"	"C00-D48"	66519	5961430	1115.8
	"80 years"	"80"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	931	5961430	15.6
	"80 years"	"80"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14630	5961430	245.4
	"80 years"	"80"	"Mental and behavioural disorders"	"F01-F99"	12474	5961430	209.2
	"80 years"	"80"	"Diseases of the nervous system"	"G00-G98"	29099	5961430	488.1
	"80 years"	"80"	"Diseases of the circulatory system"	"I00-I99"	87794	5961430	1472.7
	"80 years"	"80"	"Diseases of the respiratory system"	"J00-J98"	32947	5961430	552.7
	"80 years"	"80"	"Diseases of the digestive system"	"K00-K92"	9033	5961430	151.5
	"80 years"	"80"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	549	5961430	9.2
	"80 years"	"80"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1447	5961430	24.3
	"80 years"	"80"	"Diseases of the genitourinary system"	"N00-N98"	8444	5961430	141.6
	"80 years"	"80"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	152	5961430	2.5
	"80 years"	"80"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2204	5961430	37.0
	"80 years"	"80"	"Codes for special purposes"	"U00-U99"	19557	5961430	328.1
	"80 years"	"80"	"External causes of morbidity and mortality"	"V01-Y89"	9216	5961430	154.6
	"81 years"	"81"	"Certain infectious and parasitic diseases"	"A00-B99"	6249	5459792	114.5
	"81 years"	"81"	"Neoplasms"	"C00-D48"	63830	5459792	1169.1
	"81 years"	"81"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1003	5459792	18.4
	"81 years"	"81"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14454	5459792	264.7
	"81 years"	"81"	"Mental and behavioural disorders"	"F01-F99"	13907	5459792	254.7
	"81 years"	"81"	"Diseases of the nervous system"	"G00-G98"	30715	5459792	562.6
	"81 years"	"81"	"Diseases of the circulatory system"	"I00-I99"	91585	5459792	1677.4
	"81 years"	"81"	"Diseases of the respiratory system"	"J00-J98"	33156	5459792	607.3
	"81 years"	"81"	"Diseases of the digestive system"	"K00-K92"	8854	5459792	162.2
	"81 years"	"81"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	574	5459792	10.5
	"81 years"	"81"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1494	5459792	27.4
	"81 years"	"81"	"Diseases of the genitourinary system"	"N00-N98"	8758	5459792	160.4
	"81 years"	"81"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	155	5459792	2.8
	"81 years"	"81"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2358	5459792	43.2
	"81 years"	"81"	"Codes for special purposes"	"U00-U99"	19351	5459792	354.4
	"81 years"	"81"	"External causes of morbidity and mortality"	"V01-Y89"	9280	5459792	170.0
	"82 years"	"82"	"Certain infectious and parasitic diseases"	"A00-B99"	6186	5023666	123.1
	"82 years"	"82"	"Neoplasms"	"C00-D48"	62596	5023666	1246.0
	"82 years"	"82"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	943	5023666	18.8
	"82 years"	"82"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14784	5023666	294.3
	"82 years"	"82"	"Mental and behavioural disorders"	"F01-F99"	15188	5023666	302.3
	"82 years"	"82"	"Diseases of the nervous system"	"G00-G98"	33072	5023666	658.3
	"82 years"	"82"	"Diseases of the circulatory system"	"I00-I99"	94573	5023666	1882.5
	"82 years"	"82"	"Diseases of the respiratory system"	"J00-J98"	33144	5023666	659.8
	"82 years"	"82"	"Diseases of the digestive system"	"K00-K92"	8872	5023666	176.6
	"82 years"	"82"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	598	5023666	11.9
	"82 years"	"82"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1512	5023666	30.1
	"82 years"	"82"	"Diseases of the genitourinary system"	"N00-N98"	9105	5023666	181.2
	"82 years"	"82"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	139	5023666	2.8
	"82 years"	"82"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2430	5023666	48.4
	"82 years"	"82"	"Codes for special purposes"	"U00-U99"	19544	5023666	389.0
	"82 years"	"82"	"External causes of morbidity and mortality"	"V01-Y89"	9549	5023666	190.1
	"83 years"	"83"	"Certain infectious and parasitic diseases"	"A00-B99"	6258	4614595	135.6
	"83 years"	"83"	"Neoplasms"	"C00-D48"	60571	4614595	1312.6
	"83 years"	"83"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1045	4614595	22.6
	"83 years"	"83"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14484	4614595	313.9
	"83 years"	"83"	"Mental and behavioural disorders"	"F01-F99"	16921	4614595	366.7
	"83 years"	"83"	"Diseases of the nervous system"	"G00-G98"	35110	4614595	760.8
	"83 years"	"83"	"Diseases of the circulatory system"	"I00-I99"	98827	4614595	2141.6
	"83 years"	"83"	"Diseases of the respiratory system"	"J00-J98"	32823	4614595	711.3
	"83 years"	"83"	"Diseases of the digestive system"	"K00-K92"	8631	4614595	187.0
	"83 years"	"83"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	601	4614595	13.0
	"83 years"	"83"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1578	4614595	34.2
	"83 years"	"83"	"Diseases of the genitourinary system"	"N00-N98"	9442	4614595	204.6
	"83 years"	"83"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	152	4614595	3.3
	"83 years"	"83"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2499	4614595	54.2
	"83 years"	"83"	"Codes for special purposes"	"U00-U99"	19462	4614595	421.7
	"83 years"	"83"	"External causes of morbidity and mortality"	"V01-Y89"	9690	4614595	210.0
	"84 years"	"84"	"Certain infectious and parasitic diseases"	"A00-B99"	6210	4151052	149.6
	"84 years"	"84"	"Neoplasms"	"C00-D48"	57463	4151052	1384.3
	"84 years"	"84"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1002	4151052	24.1
	"84 years"	"84"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14394	4151052	346.8
	"84 years"	"84"	"Mental and behavioural disorders"	"F01-F99"	18459	4151052	444.7
	"84 years"	"84"	"Diseases of the nervous system"	"G00-G98"	36994	4151052	891.2
	"84 years"	"84"	"Diseases of the circulatory system"	"I00-I99"	101200	4151052	2437.9
	"84 years"	"84"	"Diseases of the respiratory system"	"J00-J98"	32279	4151052	777.6
	"84 years"	"84"	"Diseases of the digestive system"	"K00-K92"	8508	4151052	205.0
	"84 years"	"84"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	594	4151052	14.3
	"84 years"	"84"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1462	4151052	35.2
	"84 years"	"84"	"Diseases of the genitourinary system"	"N00-N98"	9255	4151052	223.0
	"84 years"	"84"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	159	4151052	3.8
	"84 years"	"84"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2523	4151052	60.8
	"84 years"	"84"	"Codes for special purposes"	"U00-U99"	19151	4151052	461.4
	"84 years"	"84"	"External causes of morbidity and mortality"	"V01-Y89"	9624	4151052	231.8
	"85 years"	"85"	"Certain infectious and parasitic diseases"	"A00-B99"	6053	Not Applicable	Not Applicable
	"85 years"	"85"	"Neoplasms"	"C00-D48"	54892	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1029	Not Applicable	Not Applicable
	"85 years"	"85"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14013	Not Applicable	Not Applicable
	"85 years"	"85"	"Mental and behavioural disorders"	"F01-F99"	20063	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the nervous system"	"G00-G98"	39010	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the circulatory system"	"I00-I99"	104374	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the respiratory system"	"J00-J98"	32039	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the digestive system"	"K00-K92"	8385	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	549	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1486	Not Applicable	Not Applicable
	"85 years"	"85"	"Diseases of the genitourinary system"	"N00-N98"	9236	Not Applicable	Not Applicable
	"85 years"	"85"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	139	Not Applicable	Not Applicable
	"85 years"	"85"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2686	Not Applicable	Not Applicable
	"85 years"	"85"	"Codes for special purposes"	"U00-U99"	19162	Not Applicable	Not Applicable
	"85 years"	"85"	"External causes of morbidity and mortality"	"V01-Y89"	10168	Not Applicable	Not Applicable
	"86 years"	"86"	"Certain infectious and parasitic diseases"	"A00-B99"	5850	Not Applicable	Not Applicable
	"86 years"	"86"	"Neoplasms"	"C00-D48"	51861	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	978	Not Applicable	Not Applicable
	"86 years"	"86"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14108	Not Applicable	Not Applicable
	"86 years"	"86"	"Mental and behavioural disorders"	"F01-F99"	21553	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the nervous system"	"G00-G98"	39659	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the ear and mastoid process"	"H60-H93"	16	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the circulatory system"	"I00-I99"	107513	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the respiratory system"	"J00-J98"	31677	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the digestive system"	"K00-K92"	8224	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	576	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1421	Not Applicable	Not Applicable
	"86 years"	"86"	"Diseases of the genitourinary system"	"N00-N98"	9172	Not Applicable	Not Applicable
	"86 years"	"86"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	143	Not Applicable	Not Applicable
	"86 years"	"86"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2846	Not Applicable	Not Applicable
	"86 years"	"86"	"Codes for special purposes"	"U00-U99"	18457	Not Applicable	Not Applicable
	"86 years"	"86"	"External causes of morbidity and mortality"	"V01-Y89"	9951	Not Applicable	Not Applicable
	"87 years"	"87"	"Certain infectious and parasitic diseases"	"A00-B99"	5846	Not Applicable	Not Applicable
	"87 years"	"87"	"Neoplasms"	"C00-D48"	49210	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1040	Not Applicable	Not Applicable
	"87 years"	"87"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	13691	Not Applicable	Not Applicable
	"87 years"	"87"	"Mental and behavioural disorders"	"F01-F99"	23138	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the nervous system"	"G00-G98"	40693	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the circulatory system"	"I00-I99"	109746	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the respiratory system"	"J00-J98"	31279	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the digestive system"	"K00-K92"	8127	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	544	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1472	Not Applicable	Not Applicable
	"87 years"	"87"	"Diseases of the genitourinary system"	"N00-N98"	9192	Not Applicable	Not Applicable
	"87 years"	"87"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	147	Not Applicable	Not Applicable
	"87 years"	"87"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3027	Not Applicable	Not Applicable
	"87 years"	"87"	"Codes for special purposes"	"U00-U99"	17670	Not Applicable	Not Applicable
	"87 years"	"87"	"External causes of morbidity and mortality"	"V01-Y89"	9876	Not Applicable	Not Applicable
	"88 years"	"88"	"Certain infectious and parasitic diseases"	"A00-B99"	5734	Not Applicable	Not Applicable
	"88 years"	"88"	"Neoplasms"	"C00-D48"	45680	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1042	Not Applicable	Not Applicable
	"88 years"	"88"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	13496	Not Applicable	Not Applicable
	"88 years"	"88"	"Mental and behavioural disorders"	"F01-F99"	24589	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the nervous system"	"G00-G98"	41809	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the circulatory system"	"I00-I99"	112599	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the respiratory system"	"J00-J98"	30515	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the digestive system"	"K00-K92"	7979	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	511	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1502	Not Applicable	Not Applicable
	"88 years"	"88"	"Diseases of the genitourinary system"	"N00-N98"	9256	Not Applicable	Not Applicable
	"88 years"	"88"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	128	Not Applicable	Not Applicable
	"88 years"	"88"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3024	Not Applicable	Not Applicable
	"88 years"	"88"	"Codes for special purposes"	"U00-U99"	17431	Not Applicable	Not Applicable
	"88 years"	"88"	"External causes of morbidity and mortality"	"V01-Y89"	10095	Not Applicable	Not Applicable
	"89 years"	"89"	"Certain infectious and parasitic diseases"	"A00-B99"	5385	Not Applicable	Not Applicable
	"89 years"	"89"	"Neoplasms"	"C00-D48"	41965	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	1000	Not Applicable	Not Applicable
	"89 years"	"89"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12922	Not Applicable	Not Applicable
	"89 years"	"89"	"Mental and behavioural disorders"	"F01-F99"	25576	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the nervous system"	"G00-G98"	41948	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the circulatory system"	"I00-I99"	113800	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the respiratory system"	"J00-J98"	29505	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the digestive system"	"K00-K92"	7594	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	522	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	1409	Not Applicable	Not Applicable
	"89 years"	"89"	"Diseases of the genitourinary system"	"N00-N98"	8977	Not Applicable	Not Applicable
	"89 years"	"89"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	116	Not Applicable	Not Applicable
	"89 years"	"89"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	3262	Not Applicable	Not Applicable
	"89 years"	"89"	"Codes for special purposes"	"U00-U99"	16980	Not Applicable	Not Applicable
	"89 years"	"89"	"External causes of morbidity and mortality"	"V01-Y89"	9789	Not Applicable	Not Applicable
	"90 years"	"90"	"Certain infectious and parasitic diseases"	"A00-B99"	4879	Not Applicable	Not Applicable
	"90 years"	"90"	"Neoplasms"	"C00-D48"	37433	Not Applicable	Not Applicable
